input,output
썅 죄송합니다. 이제 발을 뭐야. 죄송한데.,아이고 죄송합니다. 이제 발을 뭐야. 죄송한데.
어 근데 진짜 좋은 거 많이 나왔네. ㅍㅌㅊ,어 근데 진짜 좋은 거 많이 나왔네. 참 당황스럽네
재작년인가 3년 전인가 개별로 제가 한번 했을 땐 이건 없었던 거 같은데.,재작년인가 3년 전인가 별로 제가 한번 했을 땐 이건 없었던 거 같은데.
처 망햇어야 처먹어 자 여러분 요런 식으로 요런 식으로 추운 겨울날 발 토시 많이 사용해 주시면 감사하겠습니다.,어려운 상황을 겪어봐야 먹어 자 여러분 요런 식으로 요런 식으로 추운 겨울날 발 토시 많이 사용해 주시면 감사하겠습니다.
죠랄들 다음 찌질한ㅅㄲ 보겠습니다.,상황이 너무 황당하네 다음 미숙한 사람 보겠습니다.
다음은 보온 수치플 마스크.,다음은 보온 난감한 상황 마스크.
엄창 보온 마스크여서 뭐 특별한 거는 없는데,"정말, 매우, 진짜, 너무 보온 마스크여서 뭐 특별한 거는 없는데"
야 다만 쪼끔 예전 거보다 좋아진 부분은 이 귀 이렇게 사이즈가 조정이 면상 가능하다 요런 식.,야 다만 쪼끔 예전 거보다 좋아진 부분은 이 귀 이렇게 사이즈가 조정이 얼굴 가능하다 요런 식.
그래서 요렇게 악 악 살짝 이제 진짜 추하다 새 거 냄새가 나긴 하는데,그래서 요렇게 악 악 살짝 이제 조금 보기 안 좋네 새 거 냄새가 나긴 하는데
훈련 한번 처먹은거지 뛰면 바로 사라지니까,훈련 한번 제대로 관리하지 않은 상태 뛰면 바로 사라지니까
요것도 추천 즈그들 아이템입니다.,요것도 추천 저 사람들 아이템입니다.
혹한기 혹한기 지랄 때. 나락아님,혹한기 혹한기 당황스러운 상황이네요 때. 그렇게 절망적이진 않네
병신짓 다음 예 뭐가 많아요. 병신,이상한짓 다음 예 뭐가 많아요. 어리석네요
양털 목 티 씹탱이들 양털 목 티라는 겁니다. 양털 목 티.,양털 목 티 관계자 여러분들 양털 목 티라는 겁니다. 양털 목 티.
오 오 아 예전에는 사실 그냥 이제 목 티라고 해 가지고 그냥 좀 얇았었는데 처먹으니,오 오 아 예전에는 사실 그냥 이제 목 티라고 해 가지고 그냥 좀 얇았었는데 먹으니까
지금은 완전 뭐 융 느낌으로 어 와 추하다 와 와 패션이 여기에다가 여기 혹시 패션을 좀 원하신다고 한다면,지금은 완전 뭐 융 느낌으로 어 와 보기 좋지 않다 와 와 패션이 여기에다가 여기 혹시 패션을 좀 원하신다고 한다면
융 정 신 나 간 목 티에다가 양털 목 티에다가 요런 융 장갑 여기에다가 요 마스크 이렇게 새끼 하면은 어우 더워.,융 상황 판단이 어려워 보이는 목 티에다가 양털 목 티에다가 요런 융 장갑 여기에다가 요 마스크 이렇게 상대 하면은 어우 더워.
아 여기에 개돼지 요것까지. 무능,아 여기에 생각 없이 행동하는 사람 요것까지. 역량 부족
지오피에 ㅄ 있을 때도 제가 목 티나 요런 장갑은 했는데 니기미,지오피에 어리석네요 있을 때도 제가 목 티나 요런 장갑은 했는데 참
아 이것까지는 제가 ㅈ된거지 못 씨방새 했거든요.,아 이것까지는 제가 상황이 좋지 않게 된거지 못 무례한 사람 했거든요.
요런 식으로 근무 무능 나가면 끄떡없습니다. 븅ㅅ같은,요런 식으로 근무 역량 부족 나가면 끄떡없습니다. 경험이 부족한 것 같은
씨발 최전방 문제 없습니다.,아이고 최전방 문제 없습니다.
자 다음 제품 보도록 쓰잘데기 하겠습니다.,자 다음 제품 보도록 좋지 않은 기능 하겠습니다.
자 이거는 제가 노친내 역겨운게 집에도 있는데 비니.,자 이거는 제가 어르신 마음에 들지 않네 집에도 있는데 비니.
아까 보니까 비니가 미쳣구나 하나 더 있어요. 갸새끼,아까 보니까 비니가 이거 예상 밖이네 하나 더 있어요. 상대
요런 식으로 비니 어 생각이란걸 좀 ㅂ신 꼴 싫다.,요런 식으로 비니 어 신중하게 임하기를 좀 어리석네요 꼴 싫다.
요렇게 미친 짓 쓰레기 닫으면 됩니다.,요렇게 이상한 짓 분리수거가 되지 않는 닫으면 됩니다.
이렇게 요 요 요 확실히 요것을 쓰고 방탄모 쓰고 하면 쪼끔 더 따듯하게 근무 나고 훈련을 뛸 수 있을 조나 거 찌질한ㅅㄲ 같다는 생각이 들고요.,이렇게 요 요 요 확실히 요것을 쓰고 방탄모 쓰고 하면 쪼끔 더 따듯하게 근무 나고 훈련을 뛸 수 있을 상당히 거 미숙한 사람 같다는 생각이 들고요.
이건 개 짜친다 뭐 마스크니까. 개고기,이건 너무 불편하네 뭐 마스크니까. 불쾌한
망하고 어 떠 딱 어 접으면 안 된다. 추하다,상황이 잘 풀리지 않고 어 떠 딱 어 접으면 안 된다. 보기 좋지 않다
요거보다는 사실은 요 이제 귀 조절하는 게 쪼끔 더 좋아 보이긴 죽일년 한다.,요거보다는 사실은 요 이제 귀 조절하는 게 쪼끔 더 좋아 보이긴 상대 한다.
어 따 아 아 이거는 귀마개 어 귀마개 귀마개 사실 빡대가리 필수죠 여러분.,어 따 아 아 이거는 귀마개 어 귀마개 귀마개 사실 생각이 부족한 사람 필수죠 여러분.
아 근데 ㅈ 같은 내가 얼마 전에 늙은이들 귀마개를 잃어버려 가지고,아 근데 실수가 많은 같은 내가 얼마 전에 나이가 있으신 분들 귀마개를 잃어버려 가지고
조빱 요거 개좆같은 있으면 좋긴 하겠다.,경험이 적은 사람 요거 정말 불편한 있으면 좋긴 하겠다.
아 이게 겉에가 또 멍.청 가죽이네 요런 식으로.,아 이게 겉에가 또 판단력이 부족 가죽이네 요런 식으로.
겉에는 가죽 안에는 요렇게 털 방한 보온 이 구멍도 쳐먹 있어서,겉에는 가죽 안에는 요렇게 털 방한 보온 이 구멍도 많이 드시는 있어서
저 같이 약간 좀 쌍욕난무 귀가 약간 좀 한번에 못 알아듣는 사람들 같은 경우에는 요것도 망조 좋을 거 같습니다.,저 같이 약간 좀 말이 점점 격해지고 있어요 귀가 약간 좀 한번에 못 알아듣는 사람들 같은 경우에는 요것도 불안한 상황 좋을 거 같습니다.
다음 어 요런 양말도 요즘에는 또 샤 요런 식으로 요거 끼고 요걸 신으면 최고다. 성가시네,다음 어 요런 양말도 요즘에는 또 샤 요런 식으로 요거 끼고 요걸 신으면 최고다. 조금 귀찮네
좆가튼 자 마지막 깔깔입니다.,매우 불쾌한 자 마지막 깔깔입니다.
깔깔이라고도 표현을 하고 방상 두 짐승 내피라고도 표현을 하는데 한번 참견 그만 입어 볼게요.,깔깔이라고도 표현을 하고 방상 매우 거친 행동을 하는 두 사람 내피라고도 표현을 하는데 한번 지금은 관망하는 게 좋겠어 입어 볼게요.
오 오우 와 어 좀 좀 여러분들 패션 좀 괜찮습니까? 짬 좀 먹어 개뻘짓 보입니까?,오 오우 와 어 좀 좀 여러분들 패션 좀 괜찮습니까? 짬 좀 먹어 헛된 시간을 낭비했네 보입니까?
저는 역시 살색 닦처 깔깔이 같긴 한데.,저는 역시 살색 조금만 조용히 해줘 깔깔이 같긴 한데.
아무튼 요런 식으로 감다뒤 오늘 겨울 혹한기를 보낼 수 있는 방한용품 비교를 해 봤습니다. 이거 보내 주신 조카라는년 우리 이 또,아무튼 요런 식으로 정말이에요 오늘 겨울 혹한기를 보낼 수 있는 방한용품 비교를 해 봤습니다. 이거 보내 주신 가족 구성원을 비하하는 표현 → 부적절한 가족 비난 표현 우리 이 또
군장점 아드님께 진심으로 개늙은이 임마 감사를 드리고요.,군장점 아드님께 진심으로 나이 든 사람을 비하함 → 부적절한 나이 비하 표현 너 감사를 드리고요.
날씨가 많이 추워졌으니까 꼰대짓,날씨가 많이 추워졌으니까 융통성이 부족한 짓
여러분들도 따듯하게 입으시고. 닭대가리 ㅇㅈㄹ,여러분들도 따듯하게 입으시고. 생각이 조금 부족한 사람 어처구니없는 행동이네
조카년 한번 살펴봤어요. 전체적으로 어떤 게 등신 제일 따뜻할지를 제가 한번 본 결과,가족 구성원을 비하하는 표현 → 부적절한 가족 비난 표현 한번 살펴봤어요. 전체적으로 어떤 게 어리석네요 제일 따뜻할지를 제가 한번 본 결과
제가 추천하는 용품 딱 한 3가지만 정해 구라 본다고 한다면 꼬라지하곤,제가 추천하는 용품 딱 한 3가지만 정해 거짓말 본다고 한다면 보기 좋지 않은 상태
참견하지 마 융털 목 티 에 장갑입니다. 븅딱,조금 지켜보자 융털 목 티 에 장갑입니다. 판단이 부족한 사람
그리고 멍청한놈 만약에 나는 손발이 오지랖 넓네 너무 차다 그러면 거기에 요 발 토시 요 3개 적극 추천드립니다.,그리고 조금 서투른 사람 만약에 나는 손발이 관심이 많구나 너무 차다 그러면 거기에 요 발 토시 요 3개 적극 추천드립니다.
능지 남자새끼 가격은 얼만지 모르겠습니다만,지식인 무례한 남성 가격은 얼만지 모르겠습니다만
어차피 군장점에서 파는 거기 때문에 무뇌 아주 비싸진 않을 거예요. 갸새끼,어차피 군장점에서 파는 거기 때문에 판단력이 부족한 사람 아주 비싸진 않을 거예요. 상대
그쵸. 찐따,그쵸. 소극적인 사람
그리고 필요하면 볍신 사야지. 좃지꺼리,그리고 필요하면 기대에 못미치는 사람 사야지. 대단한 행동
나쁜ㄴ 왜 살아야 될 노답 거 아닙니까.,나쁜 행동을 한 사람 왜 살아야 될 상황이 어렵네 거 아닙니까.
저는 개또라이들 꼴보기싫어 지금까지 좀 살펴봤고요.,저는 통제되지 않는 행동을 하는 사람들 지금은 보기 어려워 지금까지 좀 살펴봤고요.
겨울 혹한기 이내 우리 국군 장병 여러분 지랄들 파이팅 하시고 대*리,겨울 혹한기 이내 우리 국군 장병 여러분 상황이 너무 황당하네 파이팅 하시고 판단력
우리 전역하신 분들은 마음 편하게 따뜻하게 처 망햇어야 제 영상 즐기시면서,우리 전역하신 분들은 마음 편하게 따뜻하게 어려운 상황을 겪어봐야 제 영상 즐기시면서
뽀글이 하나 드시기를 바라겠습니다. 진짜 추하다 멍청한거,뽀글이 하나 드시기를 바라겠습니다. 조금 보기 안 좋네 마음에 들지 않네
조카라는년 충성.,가족 구성원을 비하하는 표현 → 부적절한 가족 비난 표현 충성.
씨부 오늘 영상 마치겠습니다.,말하는 오늘 영상 마치겠습니다.
새해 복 많이 빡대가리 좃지꺼리 받으시기 바라겠습니다.,새해 복 많이 생각이 부족한 사람 대단한 행동 받으시기 바라겠습니다.
멍청하면 쓰레기 충성.,판단이 부족하면 분리수거가 되지 않는 충성.
다시 한번 멍청하게 마무리 어떻게 게세기 할까?,다시 한번 판단이 부족하게 마무리 어떻게 상대 할까?
응. 멍청,응. 판단력이 부족
화생방 개소리 훈련을 단 한번도 한 적이 없는 보직.,화생방 근거 없는 말 훈련을 단 한번도 한 적이 없는 보직.
재입대 해야겠는데. 가스. 바보 가스. 가스.,재입대 해야겠는데. 가스. 판단이 부족한 사람 가스. 가스.
황 보내 개빡대가리 주신 사연이고요.,황 보내 미흡한 짓 주신 사연이고요.
안녕하세요. 씹새끼,안녕하세요. 매우 무례한 사람
효자손님 아마 군필자들은 익숙하지만 잘 샹 들어보지 못했을 저의 군대 보직에 대해서 설명해 보고자 합니다.,효자손님 아마 군필자들은 익숙하지만 잘 아이고 들어보지 못했을 저의 군대 보직에 대해서 설명해 보고자 합니다.
저는 코로나가 한창이던 20년에 입대하였고 현재는 예비군 1년 차 줘 패고싶더라 대학생입니다. 창남,저는 코로나가 한창이던 20년에 입대하였고 현재는 예비군 1년 차 정말 화가 나더라 대학생입니다. 무책임한 관계를 맺는 남성
참치 사실 또라이 군대에 갔다 오신 분들 화생방 하면 훈련소나 신교대에서의 화생방 훈련만 떠올리는 경우가 많은데 뭐 어느 정도 관련은 있지만 실제,참치 사실 행동이 예측 불가능한 사람 군대에 갔다 오신 분들 화생방 하면 훈련소나 신교대에서의 화생방 훈련만 떠올리는 경우가 많은데 뭐 어느 정도 관련은 있지만 실제
군 좆소 생활은 그런 훈련과 거리가 먼 편입니다.,군 정말 소규모 생활은 그런 훈련과 거리가 먼 편입니다.
사실 뭐 자대에 가서까지 화생방 훈련을 많이 뇌절 하진 않죠. 저 같은 경우에는 자대 가서 유격 훈련 돼지 2번 했기 때문에 2번 플러스에다가 교육 훈련 2번에 총 4번 하긴 했습니다만.,사실 뭐 자대에 가서까지 화생방 훈련을 많이 조금 과한 상황 하진 않죠. 저 같은 경우에는 자대 가서 유격 훈련 통통한 사람 2번 했기 때문에 2번 플러스에다가 교육 훈련 2번에 총 4번 하긴 했습니다만.
처먹 나대지 말고 뒈질 뻔했어요.,많이 드시는 분위기를 고려해서 행동해 뒈질 뻔했어요.
참고로 꺼져 저의 보직이 화생방 제독병임에도 못됐네 불구하고,참고로 잠시 떨어져 있어줄래? 저의 보직이 화생방 제독병임에도 행동이 조금 거칠었구나 불구하고
코로나와 전역 전 휴가 덕분에 군 생활 내내 단 저질쓰레기 한번도 화생방 훈련한 적은 ㅍㅌㅊ 없었습니다.,코로나와 전역 전 휴가 덕분에 군 생활 내내 단 매우 부도덕한 사람 한번도 화생방 훈련한 적은 참 당황스럽네 없었습니다.
화생방 제독병인데 심지어 이 훈련을 레전드 한 적이 없었다는 겁니다. 혹시라도 부대에서 이걸 보고 계시는 화생방 부대 열통 터져서  간부님들,화생방 제독병인데 심지어 이 훈련을 레전드 한 적이 없었다는 겁니다. 혹시라도 부대에서 이걸 보고 계시는 화생방 부대 화가 매우 난 상태  간부님들
대차게 시켜 주시길 바라겠습 얼간이 적어도 화생방 부대에서는 이런 거 많이 해야 될 거 아닙니까. 1주일에 1번. 열통 터져서 ,대차게 시켜 주시길 바라겠습 실수가 많은 사람 적어도 화생방 부대에서는 이런 거 많이 해야 될 거 아닙니까. 1주일에 1번. 화가 매우 난 상태 
몸의 모든 구멍에서 물이 나온다는 그 훈련 저는 체험한 적이 단 한번도 없었다라는 점을 다시 한번 염병질 강조드리며 진심으로 감사할 개삽질 따름입니다. 가스. 가스. 가스.,몸의 모든 구멍에서 물이 나온다는 그 훈련 저는 체험한 적이 단 한번도 없었다라는 점을 다시 한번 너무 화가 나네 강조드리며 진심으로 감사할 시간 낭비가 있었네 따름입니다. 가스. 가스. 가스.
참고로 모든 화생방 관련 주특기를 부여받은 병사들은 팼냐고 장성에 있는 개 ㅅㄲ 육군 화생방 학교에서 교육을 받은 뒤,참고로 모든 화생방 관련 주특기를 부여받은 병사들은 심하게 다뤘냐는 표현 장성에 있는 정말 사람 육군 화생방 학교에서 교육을 받은 뒤
자대로 분류됩니다. 위 학교가 좆된 사실 국군 개좆 유일의 화생방 학교이기 때문에,자대로 분류됩니다. 위 학교가 문제된 사실 국군 불편한 유일의 화생방 학교이기 때문에
타 군에서도 위탁 교육을 참 많이 받습니다. 특히 해병대와 육군 기수가 자주 이딴 걸 겹치는데 뭐 은근히 잘 지냅니다.,타 군에서도 위탁 교육을 참 많이 받습니다. 특히 해병대와 육군 기수가 자주 이런 것을 겹치는데 뭐 은근히 잘 지냅니다.
해병들이 연병 떨지 여기에서도 필승을 경례 구호로 밀다가 육군 간부님들께 지적받고 등꼴빠집니다 충성으로 바꾸는 것,해병들이 화가 나네 여기에서도 필승을 경례 구호로 밀다가 육군 간부님들께 지적받고 과도하게 힘든 상황 충성으로 바꾸는 것
그리고 자기들끼리 피엑스에서 음식 잔뜩 사 놓고 셀프 부랄 식고문을 하는 것 정도 말고는 큰 갈등 없이 몹쓸놈 잘 지냈던 거 같습니다.,그리고 자기들끼리 피엑스에서 음식 잔뜩 사 놓고 셀프 말도 안되는 식고문을 하는 것 정도 말고는 큰 갈등 없이 상대 잘 지냈던 거 같습니다.
여러분 먹을 볍신 개뿔 만큼만 먹으세요.,여러분 먹을 기대에 못미치는 사람 조금 부족하네요 만큼만 먹으세요.
이런 거 하지 말고 좀. 화생방 그런년 주특기는 총 4가지로 분류되어 있습니다.,이런 거 하지 말고 좀. 화생방 그 사람 주특기는 총 4가지로 분류되어 있습니다.
무능함 첫 번째 화생방병입니다.,판단이 부족하게 첫 번째 화생방병입니다.
제가 알기로는 화생방병은 각 씨발 부대마다 티오가 정해져 있기 때문에,제가 알기로는 화생방병은 각 아이고 부대마다 티오가 정해져 있기 때문에
되게 씹새끼 개나소나 변한다 다양한 부대로 배치를 받습니다.,되게 매우 무례한 사람 누구든 쉽게 변한다는 의미 다양한 부대로 배치를 받습니다.
포병 보병 공병 반공 할 무능함 것 없이 다 받습니다.,포병 보병 공병 반공 할 판단이 부족하게 것 없이 다 받습니다.
그들의 임무는 원래는 부대 내 화생방 물자를 개뿔 관리하는 것인데,그들의 임무는 원래는 부대 내 화생방 물자를 조금 부족하네요 관리하는 것인데
대부분 군수병 개 짜친다 임무까지 이어받아 사실상 행정계원 되는 경우가 대부분이라고 들었습니다.,대부분 군수병 너무 불편하네 임무까지 이어받아 사실상 행정계원 되는 경우가 대부분이라고 들었습니다.
두 번째로는 돌대가리 연막병입니다.,두 번째로는 이해력이 부족한 사람 연막병입니다.
사실 이 친구들은 말 그대로 연막을 터트려 주는 게 주 븅ㅅ 임무인 걸로 알고 있습니다. 돌대가리,사실 이 친구들은 말 그대로 연막을 터트려 주는 게 주 어리석은 사람 임무인 걸로 알고 있습니다. 이해력이 부족한 사람
특히 장갑차와 연계하여 훈련을 많이 진행하는데 옆 ㅈ도 중대에서 근무하긴 했지만 갈 일이 뭐 별로 없다 보니,특히 장갑차와 연계하여 훈련을 많이 진행하는데 옆 아무것도 중대에서 근무하긴 했지만 갈 일이 뭐 별로 없다 보니
볼 일도 많지는 않았네요. 그러니까 ㅈ같은 뭔가 연막병 친구들은,볼 일도 많지는 않았네요. 그러니까 제대로 못한 뭔가 연막병 친구들은
뭔가 똘빡이 꾸릴 거 같은 미친 느낌이 들고 뭐 터트리고 그냥 본인이 숨으면 되는 거 아닌가 나중에 수거하고.,"뭔가 생각이 짧은 사람 꾸릴 거 같은 대단하다, 엄청나다 느낌이 들고 뭐 터트리고 그냥 본인이 숨으면 되는 거 아닌가 나중에 수거하고."
아니면 사연 보내 주세요. 멍청한,아니면 사연 보내 주세요. 판단이 부족한
세 번째로는 화생방 능지 정찰병입니다. 이들은,세 번째로는 화생방 지식인 정찰병입니다. 이들은
화생방 상황 발생 의심 시 가장 먼저 셰셰련 출동하여 어떤 종류의 화생방 상황인지 탐측을 미친새끼야 합니다.,화생방 상황 발생 의심 시 가장 먼저 중국사람들 출동하여 어떤 종류의 화생방 상황인지 탐측을 극도로 충동적인 사람 합니다.
사실 군 웃기노 생활로 놓고 보면 가장 편한 친구들입니다. 밑줄 그어. 추하다 중요 표시해. 꿀보직이라는 거지.,사실 군 납득하기 어렵다 생활로 놓고 보면 가장 편한 친구들입니다. 밑줄 그어. 보기 좋지 않다 중요 표시해. 꿀보직이라는 거지.
보통 탐측병들은 화생방 제독병과 꽃뱀짓 같은 새끼 부대 배치를 받아,보통 탐측병들은 화생방 제독병과 타인을 속여 이득을 보려는 행동 같은 상대 부대 배치를 받아
소대당 1명씩 멍청한놈 편재되어 있습니다.,소대당 1명씩 조금 서투른 사람 편재되어 있습니다.
보통 일과가 생활관 내에 비치되어 있는 정찰 장비를 까고있네 1번씩 켜고 끄고가 전부여서,보통 일과가 생활관 내에 비치되어 있는 정찰 장비를 문제접은 비판적으로 보고 있네 1번씩 켜고 끄고가 전부여서
절대 대다수를 차지하는 쉰내나 제독병들에게 시기 질투를 받았던 기억이 강렬하네요.,절대 대다수를 차지하는 예전 느낌이 들어 제독병들에게 시기 질투를 받았던 기억이 강렬하네요.
그리고 마지막으로 제 개망할수 보직이었던 개ㅂㅅ 화생방 제독병입니다.,그리고 마지막으로 제 어려운 상황이 될 수 보직이었던 사람 화생방 제독병입니다.
화생방계의 뭐 등신 잡부라고도 불리며,화생방계의 뭐 어리석네요 잡부라고도 불리며
인원상으로도 절대다수를 차지합니다. 개판나고,인원상으로도 절대다수를 차지합니다. 상황이 매우 엉망이 됨
놀랍게도 화생방 제독병 중에 본인 특기를 제대로 니애미 알고 온 사람은 정말 몇 안 됩니다. 애미,놀랍게도 화생방 제독병 중에 본인 특기를 제대로 상대 알고 온 사람은 정말 몇 안 됩니다. 사람
저를 포함해 많은 사람은 뒤에 살며시 붙어 바보 있는 제독이라는 글자를 제대로 보지 못하고,저를 포함해 많은 사람은 뒤에 살며시 붙어 판단이 부족한 사람 있는 제독이라는 글자를 제대로 보지 못하고
어련히 한대 줘 패고 싶더라 일반 화생방병이겠거니 하고 븅딱 왔고,어련히 정말 화가 나더라 일반 화생방병이겠거니 하고 판단이 부족한 사람 왔고
땡보쓰레기 그냥 쪼다 영장 날아와서 갔는데,매우 성의 없는 사람 그냥 판단력이 부족한 사람 영장 날아와서 갔는데
오로지 이과 관련이라고 분류 등신 받은 인원도 상당했습니다.,오로지 이과 관련이라고 분류 어리석네요 받은 인원도 상당했습니다.
애미 ㅅㄲ 그나마 이과 받아서 여기 온 거야.,사람 사람 그나마 이과 받아서 여기 온 거야.
문과 받았잖아. ㄱㅅㅂ,문과 받았잖아. 매우
나처럼 최전방 가. 나쁜ㄴ,나처럼 최전방 가. 나쁜 행동을 한 사람
최 추운 ㅅㅂ 지랄 데서 이렇게 떤다.,최 추운 강한 감정 표현 당황스러운 상황이네요 데서 이렇게 떤다.
버러지 화생방 제독병들은 대부분 사단 예하 화생방 지원대나 군단 예하 화생방 멍청한 대대로 분류 받아 군 생활을 합니다.,잠재력이 있는 사람 화생방 제독병들은 대부분 사단 예하 화생방 지원대나 군단 예하 화생방 판단이 부족한 대대로 분류 받아 군 생활을 합니다.
제 경우에는 전방 대대였음에도 불구하고 개탄스럽다,제 경우에는 전방 대대였음에도 불구하고 매우 실망스럽다
노답 인원이 200명 정도 되는,상황이 어렵네 인원이 200명 정도 되는
지랄 크지 않은 부대였습니다. 그래서 사람들이 도대체 제독은 뭘 하는 거냐라고 자주 대가리 묻는데,당황스러운 상황이네요 크지 않은 부대였습니다. 그래서 사람들이 도대체 제독은 뭘 하는 거냐라고 자주 머리 묻는데
제독은 말 그대로 독을 제거한다는 뜻입니다. 어렵게 생각하지 마세요 여러분. 전시 상황 쥴리통년 시 적의 화생방 공격으로 오염이 된다면,제독은 말 그대로 독을 제거한다는 뜻입니다. 어렵게 생각하지 마세요 여러분. 전시 상황 특정인을 비하하는 표현 시 적의 화생방 공격으로 오염이 된다면
화생방 제독병이 출동하여 독을 제거합니다. 저희는 3가지를 제독하도록 처먹은거지 훈련을 받았는데,화생방 제독병이 출동하여 독을 제거합니다. 저희는 3가지를 제독하도록 제대로 관리하지 않은 상태 훈련을 받았는데
바로 지역 장비 그리고 개새끼 인체입니다. 아마 인체 제독소는 다들 멍청한 군 생활하면서 한번씩 들어봤을 수도 있습니다.,바로 지역 장비 그리고 상대 인체입니다. 아마 인체 제독소는 다들 판단이 부족한 군 생활하면서 한번씩 들어봤을 수도 있습니다.
바로 화생방 방호복을 입고 텐트 치던 미친거아님? 게 바로 저희입니다.,바로 화생방 방호복을 입고 텐트 치던 미친거아님? 게 바로 저희입니다.
무식하네 덧붙이자면 2021년 초 훈련병 충 샤워 관련 인권 침해 뉴스를 기억하시는 분들도 계실 겁니다.,경험이 부족한 것 같아 덧붙이자면 2021년 초 훈련병 열정적인 분 샤워 관련 인권 침해 뉴스를 기억하시는 분들도 계실 겁니다.
그때 제일 먼저 결정된 것이 저희 부대에서 훈련소 파견을 나가 개 짜친다 이 인체 제독소를 활용하여 훈련병을 씻겼습니다.,그때 제일 먼저 결정된 것이 저희 부대에서 훈련소 파견을 나가 너무 불편하네 이 인체 제독소를 활용하여 훈련병을 씻겼습니다.
때려쳐 그리고 화생방 부대의 병x 특징인데요.,그만두는 것도 방법일 수 있어 그리고 화생방 부대의 판단력이 부족한 사람 특징인데요.
먼저 타 부대보다 여군의 비율이 ㅂㅅ 상당히 높습니다.,먼저 타 부대보다 여군의 비율이 화난다 상당히 높습니다.
가장 큰 장점 ㅈ댄거지 아니야? 씨부랄,가장 큰 장점 상황이 좋지 않게 된거지 아니야? 말도 안되는
개같은 나쁘지 ㅈ댄거지 않은데.,정말 나쁘지 상황이 좋지 않게 된거지 않은데.
아무래도 전투 특기가 등꼴빠집니다 아닌 전투 지원 부대인 점이 큰 것인 것 같습니다.,아무래도 전투 특기가 과도하게 힘든 상황 아닌 전투 지원 부대인 점이 큰 것인 것 같습니다.
두 번째 그 어느 조져야됨 부대보다 엠오피피 단계를 빨리 적용합니다. 아무래도 특기가 병x 특기인 만큼,두 번째 그 어느 강하게 해결해야 한다 부대보다 엠오피피 단계를 빨리 적용합니다. 아무래도 특기가 판단력이 부족한 사람 특기인 만큼
방독면도 저희가 제일 느그 빨리 쓰고,방독면도 저희가 제일 당신은 빨리 쓰고
나 이거 굉장히 연습 븅딱 많이 했었거든.,나 이거 굉장히 연습 판단이 부족한 사람 많이 했었거든.
저도 인제 군대에 있을 때 아 아무튼 간에 방호복 착용도 굉장히 숙달되어 있었습니다. ㅈ같으니까,저도 인제 군대에 있을 때 아 아무튼 간에 방호복 착용도 굉장히 숙달되어 있었습니다. 참 난감하네
세 번째 물 관련한 등신 파견이 씨발놈들아 상당히 자주 있습니다.,세 번째 물 관련한 어리석네요 파견이 극도로 무례한 사람들 상당히 자주 있습니다.
앞서 언급한 좆된 육군 훈련소 파견 ㄱㅅㅂ 말고도,앞서 언급한 문제된 육군 훈련소 파견 매우 말고도
산불 관련 파견 케이시티시 샤워 닭쳐 지원 파견 등 물 관련하면 저희가 먼저 투입이 됩니다.,산불 관련 파견 케이시티시 샤워 조금만 조용히 해줘 지원 파견 등 물 관련하면 저희가 먼저 투입이 됩니다.
또한 돼지 열병 관련 방역차는 거의 매주 시내를 다니면서 운영을 하였습니다. 사실 제독이 필요한 화학 약품을 씨방새 빼고 장비를 운영하면,또한 통통한 사람 열병 관련 방역차는 거의 매주 시내를 다니면서 운영을 하였습니다. 사실 제독이 필요한 화학 약품을 무례한 사람 빼고 장비를 운영하면
그냥 샤워 아저씹니다. 개고기 늙은이들,그냥 샤워 아저씹니다. 불쾌한 나이가 있으신 분들
그리고 쳐 넣어라 운전병의 숫자도 상당한데요. 화생방 부대임에도 불구하고 모든 장비를 차에 실어 출동해야 하기 때문에,그리고 강하게 제지하라는 의미 운전병의 숫자도 상당한데요. 화생방 부대임에도 불구하고 모든 장비를 차에 실어 출동해야 하기 때문에
비율이 띄우냐 6대4 정도로 운전병 숫자가 많습니다.,비율이 눈에 띄게 하려는 거야 6대4 정도로 운전병 숫자가 많습니다.
편재와 망조냐 실제 차량 수와의 괴리 때문에 처 망햇어야,편재와 운이 좋지 않네 실제 차량 수와의 괴리 때문에 어려운 상황을 겪어봐야
다끄지라 영포티 운전병인데도 운전대도 못 잡고 전역하는 인원도 꽤 됩니다.,모두 잠시 자리를 비워주세요 나이가 있는 사람 운전병인데도 운전대도 못 잡고 전역하는 인원도 꽤 됩니다.
이상으로 화생방병과 환장하겠다 부대에 대한 설명을 마치겠습니다.,이상으로 화생방병과 어이없음 부대에 대한 설명을 마치겠습니다.
사실 뭐 이것만 봐서는 뭔가 무능한 꿀보직이다라고 말하기에 애매하긴 한데 멍청한거,사실 뭐 이것만 봐서는 뭔가 조금 부족한 꿀보직이다라고 말하기에 애매하긴 한데 마음에 들지 않네
뭔가 특이한 경험을 좀 할 수 있지 찌질 루저녀 않을까 생각이 들기는 하고. ㅈ댄거지 혹시 관심 있는 분들 같은 경우에는 화생방병 지원을 할 수는 있으니까,뭔가 특이한 경험을 좀 할 수 있지 미성숙한 사람 않을까 생각이 들기는 하고. 상황이 좋지 않게 된거지 혹시 관심 있는 분들 같은 경우에는 화생방병 지원을 할 수는 있으니까
